548,451
480,409
474,376
555,452
455,368
422,329
487,407
527,433
511,440
519,442
495,402
634,259
403,324
448,364
621,239
449,358
458,386
499,400
502,414
472,395
524,451
635,188
648,208
394,295
658,199
465,385
517,438
652,180
128,344
670,183
681,184
142,334
138,338
669,189
653,211
667,210
119,340
650,187
371,275
457,373
531,451
638,248
395,304
468,375
453,373
656,220
635,253
96,352
627,258
460,383
625,196
666,225
670,263
158,327
123,345
75,362
75,374
521,434
390,297
104,345
62,378
409,331
169,321
133,331
529,448
664,181
631,184
663,202
640,309
412,315
139,328
167,321
154,328
436,353
666,255
601,285
376,295
623,296
429,330
635,195
640,196
627,241
385,305
130,331
730,346
111,349
108,353
460,360
42,394
648,253
107,345
53,380
50,381
626,183
593,285
628,304
367,269
618,299
68,379
655,190
668,204
684,213
646,229
626,247
497,403
513,443
626,297
626,303
153,317
39,383
655,233
526,453
669,318
36,397
620,247
673,193
670,256
615,292
609,294
642,304
645,179
652,261
607,294
644,305
410,310
676,246
660,319
121,339
17,404
485,410
622,226
188,310
672,325
435,363
468,397
507,413
576,472
373,288
635,302
120,336
432,354
25,390
665,231
638,309
732,348
732,356
685,192
9,399
507,416
674,222
661,223
362,265
411,323
145,324
698,331
624,218
639,242
667,242
364,270
400,313
90,353
32,385
677,201
603,286
633,209
374,275
639,217
663,262
658,213
366,264
388,286
662,319
670,214
29,399
632,215
655,240
649,314
463,387
612,290
627,227
641,228
722,345
716,349
12,408
407,309
742,362
659,191
645,260
588,290
593,291
24,395
645,199
681,234
383,297
714,348
653,255
651,232
680,247
378,294
483,406
645,186
629,219
683,325
714,343
110,354
638,232
643,250
633,176
643,220
679,255
356,261
677,194
685,205
724,346
367,281
22,392
730,354
624,205
661,252
444,348
640,211
630,251
616,258
573,270
675,242
587,295
112,352
669,220
624,173
631,198
649,240
671,243
740,361
522,429
524,429
651,218
669,234
682,225
631,230
616,260
666,312
554,449
686,185
676,216
665,221
671,199
649,200
677,233
575,277
629,205
656,250
626,176
600,290
679,225
408,318
681,191
681,204
643,207
679,212
647,233
663,245
361,279
65,376
66,381
3,402
662,212
647,221
412,331
26,394
653,197
694,323
624,203
631,240
393,312
8,410
647,219
647,249
692,425
667,200
630,236
582,276
635,238
659,230
696,338
356,267
657,254
674,253
575,296
672,203
673,235
639,252
596,298
712,338
565,377
645,242
541,428
689,183
685,207
675,226
55,372
662,210
631,238
634,249
654,322
709,343
64,368
83,369
642,190
664,191
81,370
551,296
608,300
661,208
675,256
577,297
663,188
662,256
500,278
580,300
597,302
548,310
601,453
626,252
521,284
688,421
641,188
633,219
670,224
645,244
385,286
598,326
547,327
512,400
9,402
651,191
442,338
631,226
491,281
524,290
534,287
143,328
641,200
571,267
156,314
140,324
681,194
660,233
533,292
519,294
652,297
3,422
654,200
512,280
645,294
508,295
10,411
584,452
677,191
635,198
649,212
569,266
489,286
528,429
665,251
644,254
364,279
422,355
728,392
675,237
672,247
598,290
566,380
523,415
636,291
567,292
554,317
